Movie ID, Movie Name
61065,Tanin no kao (1966)
61081,The Texican (1966)
61093,Three on a Couch (1966)
61094,Thunderbirds Are GO (1966)
61107,Torn Curtain (1966)
61122,The Trouble with Angels (1966)
61132,Uccellacci e uccellini (1966)
61135,The Ugly Dachshund (1966)
61138,Un homme et une femme (1966)
61170,Walk Dont Run (1966)
61173,Way... Way Out (1966)
61177,Whats Up Tiger Lily? (1966) 
61184,Whos Afraid of Virginia Woolf? (1966)
61189,The Wild Angels (1966) 
61196,Krylya (1966)
61365,Arabella (1967)
61366,Around the World (1967)
61385,Barefoot in the Park (1967)
61395,Belle de jour (1967)
61405,Billion Dollar Brain (1967) 
61412,Blood of Draculas Castle (1969)
61418,Bonnie and Clyde (1967)
61420,The Born Losers (1967) 
61429,El chuncho quien sabe? (1966)
61431,The Busy Body (1967)
61452,Casino Royale (1967) 
61495,La collectionneuse (1967) 
61512,Cool Hand Luke (1967) 
61550,Daikyojñ Gappa (1967) 
61578,The Dirty Dozen (1967) 
61584,Doctor Dolittle (1967) 
61589,Dont Look Back (1967)
61610,Easy Come Easy Go (1967) 
61613,Edipo re (1967)
61619,El Dorado (1966)
61634,Eye of the Devil (1966) 
61643,Fando y Lis (1968) 
61655,Dance of the Vampires (1967) 
61722,The Graduate (1967) 
61735,Guess Whos Coming to Dinner (1967)
61747,Hang Em High (1968)
61752,Hasta el viento tiene miedo (1968) 
61758,Hells Angels on Wheels (1967) 
61770,Hombre (1967)
61787,Hour of the Gun (1967)
61809,In Cold Blood (1967) 
61811,In the Heat of the Night (1967) 
61814,The Incident (1967) 
61834,Jag r nyfiken - en film i gult (1967)
61850,Journey to the Center of Time (1967)
61852,The Jungle Book (1967)
61868,Kingu Kongu no gyakushñ (1967)
61882,Koroshi no rakuin (1967)
61931,Mad Monster Party? (1967)
61934,Made in Italy (1965)
61955,La mariÇe Çtait en noir (1968) 
61996,Mouchette (1967)
62029,The Naked Runner (1967)
62038,The Night of the Generals (1967) 
62055,The Nude Restaurant (1967)
62133,The Plank (1967)
62136,Playtime (1967)
62138,Point Blank (1967) 
62168,Quatermass and the Pit (1967) 
62185,Reflections in a Golden Eye (1967)
62229,Le samouraã (1967) 
62245,Sedmoy sputnik (1968)
62259,She Freak (1967)
62266,The Shuttered Room (1967)
62271,Signore &amp; signori (1966)
62331,Electronic Labyrinth THX 1138 4EB (1967) 
62352,Terra em Transe (1967)
62362,Thoroughly Modern Millie (1967)
62376,To Sir with Love (1967)
62395,The Trip (1967)
62414,Ulysses (1967)
62430,Valley of the Dolls (1967)
62453,Viy (1967) 
62467,Wait Until Dark (1967) 
62472,The  Wagon (1967)
62480,Week End (1967) 
62482,Welcome to Hard Times (1967)
62490,Whos Minding the Mint? (1967)
62512,You Only Live Twice (1967) 
62518,Zatichi ryaburi (1967) 
62622,2001 A Space Odyssey (1968)
62687,AstÇrix et ClÇopÉtre (1968)
62688,Attack on the Iron Coast (1968) 
62690,O Ritual dos S†dicos (1970) 
62711,Barbarella (1968) 
62737,Blackbeards Ghost (1968)
62741,The Blood of Fu Manchu (1968)
62755,The Boston Strangler (1968) 
62759,Brilliantovaya ruka (1969) 
62765,Bullitt (1968)
62787,A Challenge for Robin Hood (1967)
62803,Chitty Chitty Bang Bang (1968)
62804,Chronik der Anna Magdalena Bach (1968)
62824,Coogans Bluff (1968)
62844,Custer of the West (1967)
62859,A Dandy in Aspic (1968)
62885,The Devil Rides Out (1968)
62900,Dom kallar oss mods (1968)
62909,Dracula Has Risen from the Grave (1968) 
62916,Duett fîr kannibaler (1969)
62952,Faces (1968)
62994,Funny Girl (1968)
63026,Goto låle damour (1969)
63032,Il grande silenzio (1968)
63035,The Green Berets (1968) 
63049,Head (1968)
63056,Hell in the Pacific (1968)
63058,Hells Belles (1969) 
63060,Hellfighters (1968) 
63091,The Horse in the Gray Flannel Suit (1968) 
63121,Ice Station Zebra (1968) 
63149,Jag r nyfiken - en film i blÜtt (1968)
63172,Kaijñ sshingeki (1968) 
63173,Kamigami no fukaki yokubo (1968)
63198,Kshikei (1968)
63218,Lebenszeichen (1968)
63227,The Lion in Winter (1968)
63256,Madigan (1968) 
63278,Marketa Lazarov† (1967)
63285,Witchfinder General (1968) 
63350,Night of the Living Dead (1968)
63374,The Odd Couple (1968)
63385,Oliver (1968) 
63389,The One and Only Genuine
63415,The Party (1968)
63442,Planet of the Apes (1968)
63452,The Power (1968)
63462,The Producers (1968)
63518,Romeo and Juliet (1968)
63522,Rosemarys Baby (1968) 
63534,Salt and Pepper (1968)
63555,Sayat Nova (1968)
63573,The Secret  of Harry Frigg (1968)
63591,The Shakiest Gun in the West (1968)
63595,She-Devils on Wheels (1968) 
63599,The Shoes of the Fisherman (1968)
63612,Skidoo (1968)
63661,Sweet November (1968) 
63663,The Swimmer (1968)
63671,Targets (1968)
63678,Teorema (1968)
63688,The Thomas Crown Affair (1968) 
63694,Thunderbird 6 (1968)
63759,Vargtimmen (1968) 
63790,Voyage to the Planet of Prehistoric Women (1968)
63794,Voyna i mir (1966)
63803,I Call First (1967)
63823,Yellow Submarine (1968)
63829,Yours Mine and Ours (1968)
63835,Zatichi hatashi-j (1968) 
63991,Age of Consent (1969)
64040,LarmÇe des ombres (1969)
64045,The Assassination Bureau (1969) 
64055,The Babysitter (1969)
64072,Battle of Britain (1969) 
64110,The Bridge at Remagen (1969) 
64115,Butch Cassidy and the Sundance Kid (1969)Biography
64116,Cera una volta il West (1968)
64208,Da uomo a uomo (1967)
64256,O Drag?o da Maldade contra o Santo Guerreiro (1969)
64276,Easy Rider (1969)
64284,En marchant (1969)
64285,Lenfant sauvage (1970)
64294,La horse (1970)
64310,Eye of the Cat (1969)
64323,La femme infidäle (1969) 
64382,Goodbye Mr. Chips (1969)
64418,Hello Dolly (1969) 
64423,Heureux qui comme Ulysse... (1970)
64471,If Its Tuesday This Must Be Belgium (1969) 
64473,The Illustrated Man (1969)
64494,Eugenie (1970) 
64505,The Italian Job (1969) 
64513,John and Mary (1969)
64519,Doppelgnger (1969)
64541,Kes (1969)
64603,The Love Bug (1968)
64612,Ma nuit chez Maud (1969)
64652,Medium Cool (1969)
64665,Midnight Cowboy (1969)
64694,More (1969)
64703,Al-mummia (1969)
64729,Nightmare in Wax (1969)
64757,On Her Majestys Secret Service (1969) 
64775,Otley (1968)
64782,Paint Your Wagon (1969) 
64793,En passion (1969)
64806,The Phantom Tollbooth (1970) Animation
64816,La piscine (1969) 
64840,The Prime of Miss Jean Brodie (1969) 
64866,Queimada (1969) 
64921,Salesman (1968)
64939,Satans Sadists (1969) 
64940,Fellini - Satyricon (1969) 
64949,Scream and Scream Again (1970)
64952,The Secret of Santa Vittoria (1969) 
64975,Shinjñ Ten no Amijima (1969)
64990,La siräne du Mississipi (1969) 
65012,Some Will Some Wont (1970)
65036,Stereo (1969)
65063,Take the Money and Run (1969)
65073,Taste the Blood of Dracula (1970) 
65086,That Cold Day in the Park (1969)
65088,They Shoot Horses Dont They? (1969)
65105,Till Death Us Do Part (1969)
65112,Topaz (1969)
65126,True Grit (1969)
65134,Two Mules for Sister Sara (1970) 
65143,Luccello dalle piume di cristallo (1970)
65163,The Valley of Gwangi (1969)
65206,What Ever Happened to Aunt Alice? (1969) 
65207,Where Eagles Dare (1968) 
65214,The Wild Bunch (1969)
65225,The Wrecking Crew (1968) 
65234,Z (1969) 
65377,Airport (1970)
65421,The AristoCats (1970)
65422,Arizona si scatenï... e li fece fuori tutti (1970)
65446,The Ballad of Cable Hogue (1970) 
65462,Beneath the Planet of the Apes (1970)
65478,Blood Mania (1970)
65489,Brancaleone alle crociate (1970) 
65491,Hexen bis aufs Blut geqult (1970)
65509,Cä Sartana... vendi la pistola e comprati la bara (1970)
65528,Catch-22 (1970)
65531,Le cercle rouge (1970)
65537,Change of Habit (1969) 
65547,Chisum (1970)
65569,Nachts wenn Dracula erwacht (1970)
65571,Il conformista (1970)
65579,Cotton Comes to Harlem (1970) 
65597,Cry of the Banshee (1970)
65687,Elvis Thats the Way It Is (1970)
65702,Erinnerungen an die Zukunft (1970)
65724,Five Easy Pieces (1970)
65738,Frankenstein Must Be Destroyed (1969) 
65750,La furia del Hombre Lobo (1972)
65761,Il gatto a nove code (1971)
65780,Gimme Shelter (1970)
65782,I girasoli (1970)
65832,Hercules in New York (1969)
65836,Hi Mom (1970)
65848,Lhomme orchestre (1970)
65850,Hornets Nest (1970) 
65856,House of Dark Shadows (1970) 
65889,Indagine su un cittadino al di sopra di ogni sospetto (1970) 
65904,The Party at Kitty and Studs (1970)Adult
65916,Joe (1970)
65938,Kellys Heroes (1970) 
65944,King A Filmed Record... Montgomery to Memphis (1970)
65976,Let It Be (1970)
65988,Little Big Man (1970)
66011,Love Story (1970)
66026,MASH (1970)
66030,Un detective (1969) 
66049,A Man Called Horse (1970) 
66065,Medea (1969) 
66090,The Molly Maguires (1970)
66109,The  Lovers (1970)
66122,Deep End (1970) 
66126,The Losers (1970) 
66160,La noche de Walpurgis (1971)
66181,On a Clear Day You Can See Forever (1970) 
66206,Patton (1970)
66214,Performance (1970) 
66216,Permissive (1970)
66227,Pippi LÜngstrump pÜ de sju haven (1970)
66249,The Private Life of Sherlock Holmes (1970) 
66265,PÜ rymmen med Pippi LÜngstrump (1970)
66279,The Railway Children (1970) 
66301,Rio Lobo (1970)
66302,The Rise and Rise of Michael Rimmer (1970)
66344,Scrooge (1970)
66390,Soldier Blue (1970)
66434,THX 1138 (1971)
66450,They Call Me Mister Tibbs (1970) 
66466,Tky sens sengo hiwa (1970)
66468,Tomato Kecchappu Ktei (1971)
66473,Tora Tora Tora (1970) 
66491,Tristana (1970)
66495,The Twelve Chairs (1970) 
66500,Umut (1970)
66514,Uski Roti (1970)
66518,The Vampire Lovers (1970)
66531,≠Vivan los novios (1970) 
66549,Waterloo (1970) 
66565,Beloe solntse pustyni (1970) 
66579,Women in Love (1969)
66580,Woodstock (1970)
66601,Zabriskie Point (1970)
66603,Zatichi to Yjinb (1970) 
66612,Vamos a matar compa§eros (1970) 
66728,The Million Dollar Duck (1971)
66730,10 Rillington Place (1971)
66732,200 Motels (1971) 
66740,The Abominable Dr. Phibes (1971) 
66763,Anand (1971)
66765,And Now for Something Completely Different (1971)
66767,The Anderson Tapes (1971) 
66769,The Andromeda Strain (1971)
66808,Bananas (1971)
66817,Bedknobs and Broomsticks (1971)
66819,The Beguiled (1971)
66831,Big Jake (1971)
66845,Blood Legacy (1971)
66849,The Blood on Satans Claw (1971)
66894,Carry on Henry (1971)
66895,Carry on at Your Convenience (1971)
66921,A Clockwork Orange (1971) 
66958,Crucible of Terror (1971) 
66963,Dads Army (1971)
66988,Detenuto in attesa di giudizio (1971) 
66989,Les deux Anglaises et le continent (1971) 
66993,The Devils (1971)
66995,Diamonds Are Forever (1971) 
66999,Dirty Harry (1971)
67065,Escape from the Planet of the Apes (1971)
67084,Una farfalla con le ali insanguinate (1971)
67085,Fata Morgana (1971)
67093,Fiddler on the Roof (1971)
67099,Finis Hominis (1971) 
67108,La folie des grandeurs (1971)
67112,Fortune and Mens Eyes (1971)
67116,The French Connection (1971)
67128,Get Carter (1971)
67140,Gió la testa (1971)
67144,The Go-Between (1970)
67185,Harold and Maude (1971) 
67217,The Hospital (1971) 
67229,I Drink Your Blood (1970)
67275,Mad Dogs &amp; Englishmen (1971)
67277,Johnny Got His Gun (1971)
67309,Klute (1971)
67328,The Last Picture Show (1971)
67334,Le Mans (1971) 
67341,Lets Scare Jessica to Death (1971)
67355,Lo chiamavano TrinitÖ... (1970)
67361,Una lucertola con la pelle di donna (1971)
67372,The Tragedy of Macbeth (1971)
67402,Mary Queen of Scots (1971)
67411,McCabe &amp; Mrs. Miller (1971)
67418,Melody (1971) 
67421,Mere Apne (1971) 
67429,Milano calibro 9 (1972)
67433,Minnie and Moskowitz (1971) 
67445,Morte a Venezia (1971) 
67458,Murphys  (1971)
67482,A New Leaf (1971)
67487,La notte che Evelyn uscç dalla tomba (1971)
67525,The Omega Man (1971)
67527,On Any Sunday (1971)
67528,On the Buses (1971)
67541,Wake in Fright (1971)
67549,The Panic in Needle Park (1971) 
67588,Play Misty for Me (1971) 
67622,The Projectionist (1971) 
67625,Proverka na dorogakh (1971)
67630,Psychomania (1973) 
67633,Punishment Park (1971)
67647,I racconti di Canterbury (1972) 
67650,Raid on Rommel (1971)
67699,A Safe Place (1971)
67731,The Selfish Giant (1971)
67741,Shaft (1971)
67750,Shoot Out (1971)
67756,Silent Running (1972) 
67774,Sometimes a Great Notion (1970) 
67800,Straw Dogs (1971)
67803,Summer of 42 (1971) 
67805,Sunday Bloody Sunday (1971)
67824,Tang shan da xiong (1971)
67848,They Might Be Giants (1971) 
67866,El topo (1970)
67893,Two-Lane Blacktop (1971)
67900,Un flic (1972)
67927,Vanishing Point (1971) 
67952,Villain (1971) 
67959,Walkabout (1971) 
67962,Warnung vor einer heiligen Nutte (1971) 
67975,Whats the Matter with Helen? (1971) 
67983,Whoever Slew Auntie Roo? (1972)
67989,Wild Rovers (1971)
67992,Willy Wonka &amp; the Chocolate Factory (1971) 
68152,-1971
68168,Across 110th Street (1972)
68182,Aguirre der Zorn Gottes (1972) 
68205,Lamour lapräs-midi (1972)
68230,Asylum (1972)
68278,Die bitteren Trnen der Petra von Kant (1972)
68282,Black Mama White Mama (1973)
68285,Bless This House (1972)
68309,Boxcar Bertha (1972) 
68324,Bummer (1973) 
68327,Cabaret (1972)
68334,The Candidate (1972) 
68339,Carry on Matron (1972)
68347,Le casse (1971)
68361,Le charme discret de la bourgeoisie (1972) 
68370,Children Shouldnt Play with Dead Things (1973) 
68384,Cisco Pike (1972)
68408,Conquest of the Planet of the Apes (1972)
68414,The Corpse Grinders (1971) 
68421,The Cowboys (1972) 
68457,Dead of Night (1972) 
68458,Death Line (1973)
68468,Deep Throat (1972)Adult
68473,Deliverance (1972) 
68491,The Doberman Gang (1972) 
68503,Dr. Phibes Rises Again (1972) 
68505,Dracula A.D. 1972 (1972) 
68509,Drive He Said (1971) 
68537,Elvis on Tour (1972)
68555,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)
68576,Fear Is the Key (1972)
68611,Frenzy (1972)
68612,Fritz the Cat (1972)
68615,Frogs (1972)
68638,The Getaway (1972)
68646,The Godfather (1972) 
68699,High Plains Drifter (1973)
68713,  Express (1972)
68762,Jeremiah Johnson (1972) 
68767,Jing wu men (1972) 
68768,Joe Kidd (1972)
68786,Junior Bonner (1972) 
68795,Kansas City Bomber (1972)
68805,The King of Marvin Gardens (1972)
68833,The Last House on the Left (1972)
68863,Lisa e il diavolo (1974) 
68935,Meng long guo jiang (1972) 
68981,Mutiny on the Buses (1972)
69018,La noche de los mil gatos (1972)
69019,Non si sevizia un paperino (1972)
69089,Pink Flamingos (1972)
69095,...Pió forte ragazzi (1972) 
69097,Play It Again Sam (1972)
69113,The Poseidon   (1972) 
69121,Prime Cut (1972)
69191,Roma (1972) 
69235,Lo scopone scientifico (1972)
69280,Slaughterhouse-Five (1972) 
69281,Sleuth (1972)
69289,Snoopy Come Home (1972)
69291,Snowball Express (1972)
69293,Solyaris (1972)
69303,Sounder (1972)
69320,The Strange Vengeance of Rosalie (1972)
69332,Super Fly (1972)
69334,Swayamvaram (1973)
69341,Tales from the Crypt (1972)
69372,The Thing with Two Heads (1972) 
69375,Three on a Meathook (1973)
69404,Travels with My Aunt (1972) 
69427,Twins of Evil (1971)
69452,Valter brani Sarajevo (1972)
69467,Viskningar och rop (1972)
69495,Whats Up Doc? (1972)
69704,American Graffiti (1973)
69715,-- And Now the Screaming Starts (1973)
69747,Les aventures de Rabbi Jacob (1973)
69762,Badlands (1973) 
69768,Battle for the Planet of the Apes (1973)
69786,Billy Two Hats (1974)
69792,Black Caesar (1973)
69822,Breezy (1973)
69824,Fratello sole sorella luna (1972)
69834,Cahill U.S. Marshal (1973)
69841,Cannibal Girls (1973) 
69847,Carry on Abroad (1972)
69848,Carry on Girls (1973)
69865,Charley Varrick (1973) 
69890,Cleopatra Jones (1973)
69895,The Crazies (1973) 
69897,Coffy (1973)
69920,I corpi presentano tracce di violenza carnale (1973)
69945,Dark Star (1974)
69947,The Day of the Jackal (1973)
69966,Detroit 9000 (1973) 
69976,Dillinger (1973)Biography
69994,The Forgotten (1973)
69995,Dont Look Now (1973) 
70022,Electra Glide in Blue (1973) 
70034,Enter the Dragon (1973)
70039,El espanto surge de la tumba (1973)
70040,El esp°ritu de la colmena (1973) 
70047,The Exorcist (1973)
70071,Frank Film (1973)Biography
70077,The Friends of Eddie Coyle (1973)
70078,From Beyond the Grave (1974) 
70121,Godspell A  Based on the Gospel According to St. Matthew (1973)
70130,La grande bouffe (1973) 
70155,The Harder They Come (1972) 
70165,Heavy Traffic (1973)
70169,Hell Up in Harlem (1973) 
70215,Il mio nome ä Nessuno (1973) 
70239,Jesus Christ Superstar (1973)
70245,Hiroshima shit hen (1973)
70246,Jingi naki tatakai (1973) 
70290,The Last Detail (1973) 
70291,The Last of Sheila (1973) 
70294,The Legend of Hell House (1973)
70297,The Legend of the 7 Golden Vampires (1974) 
70300,Lemora A Childs Tale of the Supernatural (1973)
70328,Live and Let Die (1973)
70334,The Long Goodbye (1973) 
70350,The Mack (1973) 
70351,The MacKintosh Man (1973)
70355,Magnum Force (1973)
70379,Mean Streets (1973) 
70404,Le monache di SantArcangelo (1973)
70460,La nuit amÇricaine (1973) 
70464,O Lucky Man (1973) 
70506,Pane e cioccolata (1974) 
70509,The Paper Chase (1973) 
70510,Paper Moon (1973)
70511,Papillon (1973)
70518,Pat Garrett &amp; Billy the Kid (1973)
70531,Phase IV (1974)
70544,La planäte sauvage (1973)
70608,Robin Hood (1973)
70622,Sssssss (1973)
70636,Sat†nico pandemonium (1975)
70643,Scarecrow (1973)
70656,Scream Blacula Scream (1973)
70666,Serpico (1973)
70672,The Seven-Ups (1973)
70689,Siddhartha (1972)
70694,Night of the Dark Full Moon (1972)
70698,Sisters (1973)
70707,Sleeper (1973)
70723,Soylent Green (1973) 
70735,The Sting (1973)
70736,The Stone Killer (1973)
70782,Terminal Island (1973) 
70788,Thatll Be the Day (1973)
70791,Theatre of Blood (1973)
70800,Tian xia di yi quan (1972) 
70814,Tom Sawyer (1973)
70819,A Touch of Class (1973)
70825,The Train Robbers (1973)
70834,Trip with the Teacher (1975) 
70842,Turks fruit (1973)
70849,Ultimo tango a Parigi (1972)
70869,Una vela para el diablo (1973)
70895,Walking Tall (1973) 
70903,The Way We Were (1973)
70909,Westworld (1973)
70917,The Wicker Man (1973)
70948,Zardoz (1974)
70959,êtat de siäge (1972)
71110,Airport 1975 (1974) 
71115,Alice Doesnt Live Here Anymore (1974)
71129,Amarcord (1973) 
71141,Angst essen Seele auf (1974)
71198,The Bat People (1974)
71200,The Beast Must Die (1974)
71222,Black Christmas (1974)
71227,The Black 6 (1973) 
71230,Blazing Saddles (1974)
71233,Blood for Dracula (1974)
71249,Bring Me the Head of Alfredo Garcia (1974)
71269,California Split (1974) 
71274,Candy Stripe Nurses (1974)
71315,Chinatown (1974) 
71318,Chosen Survivors (1974) 
71360,The Conversation (1974)
71361,Coonskin (1975)
71402,Death Wish (1974) 
71408,Deranged (1974) 
71411,Dersu Uzala (1975)Biography
71412,The Marseille Contract (1974)
71424,Dirty Mary Crazy Larry (1974) 
71431,Non si deve profanare il sonno dei morti (1974)
71442,Identikit (1974)
71455,Earthquake (1974) 
71487,Le fantme de la libertÇ (1974) 
71508,Flesh for Frankenstein (1973)
71512,Xue di zi (1975) 
71517,Foxy Brown (1974) 
71519,Frankenstein and the Monster from Hell (1973)
71524,The Front Page (1974) 
71532,The Gambler (1974) 
71562,The Godfather Part II (1974) 
71565,Gojira tai Mekagojira (1974) 
71571,Gone in 60 Seconds (1974)
71577,The Great Gatsby (1974)
71583,The Groove Tube (1974)
71598,Harry and Tonto (1974) 
71604,Hearts and Minds (1974)
71607,Herbie Rides Again (1974)
71613,Holiday on the Buses (1973)
71615,The Holy Mountain (1973)
71627,The House of Seven Corpses (1974)
71628,House of Whipcord (1974)
71671,The Island at the Top of the World (1974)
71675,Its Alive (1974)
71680,Italianamerican (1974)
71691,Jeder fÅr sich und Gott gegen alle (1974)
71696,Jingi naki tatakai Chojo sakusen (1974)
71721,Klansman (1974) 
71746,Lenny (1974)
71771,The Longest Yard (1974)
71772,The Lords of Flatbush (1974) 
71790,Madhouse (1974) 
71798,The Maids (1975)
71807,The Man with the Golden Gun (1974) 
71824,McQ (1974) 
71853,Monty Python and the Holy Grail (1975) 
71859,Mossafer (1974)
71866,Mr. Majestyk (1974)
71877,Murder on the Orient Express (1974)
71910,Il portiere di notte (1974)
71935,The Odessa File (1974)
71950,Le orme (1975)
71970,The Parallax View (1974)
71992,Pets (1974)
71994,Phantom of the Paradise (1974) 
72007,La polizia chiede aiuto (1974)
72080,Le retour du grand blond (1974)
72157,Shura-yuki-hime Urami Renga (1974)
72228,The Super Cops (1974) 
72231,Svoy sredi chuzhikh chuzhoy sredi svoikh (1974)
72235,Sweet Movie (1974) 
72251,The Taking of Pelham One Two Three (1974) 
72263,Ein Unbekannter rechnet ab (1974)
72271,The Texas Chain Saw Massacre (1974)
72274,Thieves Like Us (1974) 
72281,The Three Musketeers (1973) 
72284,Three the Hard Way (1974)
72285, - en grym film (1973)
72288,Thunderbolt and Lightfoot (1974)
72307,Toute une vie (1974)
72308,Wolkenkrabber in Vlammen (1974)
72353,Les valseuses (1974) 
72417,A Woman Under the Influence (1974)
72431,Young Frankenstein (1974)
72439,Shin Zatichi monogatari Kasama no chimatsuri (1973) 
72443,Zerkalo (1975)
72446,Ziemia obiecana (1975)
72626,Alien Zone (1978)
72653,The Apple Dumpling Gang (1975) 
72662,Lassassino ä costretto ad uccidere ancora (1975)
72684,Barry Lyndon (1975) 
72709,Black Moon (1975)
72730,A Boy and His Dog (1975) 
72732,Brannigan (1975) 
72735,Breakheart Pass (1975)
72750,Bug (1975) 
72777,Chhoti Si Baat (1975)
72782,Chronique des annÇes de braise (1975)
72820,Cooley High (1975) 
72856,Death Race 2000 (1975)
72869,The Devils Rain (1975)
72890,Dog Day Afternoon (1975) 
72913,Du bi quan wang da po xue di zi (1976) 
72926,The Eiger Sanction (1975) 
72951,Escape to Witch Mountain (1975)
72962,VÇritÇs et mensonges (1973)
72976,Faustrecht der Freiheit (1975)
72979,Female Trouble (1974)
72991,Shao Lin wu zu (1974) 
72993,Flame (1975) 
73000,FlÜklypa Grand Prix (1975)
73018,French Connection II (1975)
73019,Friday Foster (1975)
73026,Funny Lady (1975) 
73043,The Giant Spider Invasion (1975)
73076,Grey Gardens (1975)
73092,Hard Times (1975) 
73109,The Hiding Place (1975)
73133,Hustle (1975) 
73172,Inserts (1974) 
73195,Jaws (1975) 
73210,Johnny Firecloud (1975) 
73260,The Land That Time Forgot (1975) 
73312,Love and Death (1975)
73335,Mahogany (1975)
73341,The Man Who Would Be King (1975)
73349,Mandingo (1975)
73373,Mekagojira no gyakushu (1975) 
73407,Spanish Fly (1976)
73432,MÇxico MÇxico
73440,Nashville (1975)
73453,Night Moves (1975)
73470,Nude per lassassino (1975)
73471,NumÇro deux (1975)
73486,One Flew Over the Cuckoos Nest (1975)
73496,The Other Side of the Mountain (1975)
73502,Overlord (1975)
73540,Picnic at Hanging Rock (1975) 
73573,Les princes noirs de Saint-Germain des PrÇs (1975)
73580,Professione reporter (1975)
73582,Profondo rosso (1975)
73594,I quattro dellapocalisse (1975)
73600,Race with the Devil (1975) 
73629,The Rocky   Picture Show (1975)
73631,Rollerball (1975)
73650,Salï o le 120 giornate di Sodoma (1975)
73705,Shivers (1975)
73707,Sholay (1975) 
73714,Onna hissatsu ken (1974) 
73747,The Stepford Wives (1975)
73766,The Sunshine Boys (1975)
73778,The Jezebels (1975)
73802,Three Days of the Condor (1975)
73812,Tommy (1975)
73836,Lultimo treno della notte (1975)
73858,Die verlorene Ehre der Katharina Blum (1975) 
73882,Warlock Moon (1973)
73918,The Yakuza (1974)
73925,Zavallilar (1975)
74080,Gator Bait (1974) 
74084,Novecento (1976)
74102,Ai no koråda (1976)
74103,Laile ou la cuisse (1976)
74119,All the Presidents Men (1976)
74130,The Amazing Dobermans (1976) 
74156,Assault on Precinct 13 (1976) 
74157,At the Earths Core (1976) 
74174,The Bad News Bears (1976)
74211,Gou hun jiang tou (1976)
74235,Bound for Glory (1976)
74256,Bugsy Malone (1976)
74258,Burnt Offerings (1976)
74279,Cannonball (1976) 
74281,Car Wash (1976) 
74285,Carrie (1976)
74291,Il Casanova di Federico Fellini (1976)
74360,Cr°a cuervos (1976)
74390,The Demon (1981)
74412,Disco Godfather (1979)
74422,Dons Party (1976) 
74437,Drum (1976) 
74447,Dvadtsat dney bez voyny (1977)
74452,The Eagle Has Landed (1976) 
74483,The Enforcer (1976)
74486,Eraserhead (1977) 
74512, Plot (1976)
74554,The Front (1976) 
74559,Futureworld (1976)
74584,Le grand escogriffe (1976)
74593,Grizzly (1976)
74605,Harlan County U.S.A. (1976)
74653,The Human Tornado (1976) 
74695,Cross of Iron (1977) 
74730,Kabhi Kabhie - Love Is Life (1976)
74740,Keoma (1976) 
74749,The Killing of a Chinese Bookie (1976) 
74751,King Kong (1976) 
74775,Las Vegas Lady (1975) 
74777,The Last Tycoon (1976)
74782,Lebassi Baraye Arossi (1976)
74806,The Little Girl Who Lives Down the Lane (1976)
74811,Le locataire (1976)
74812,Logans Run (1976)
74851,The Man Who Fell to Earth (1976) 
74857,Mannen pÜ taket (1976)
74860,Marathon Man (1976)
74880,Max Havelaar of de koffieveilingen der Nederlandsche handelsmaatschappij (1976)
74896,The Message (1977)Biography
74899,Midway (1976) 
74906,The Missouri Breaks (1976)
74910,Moi Pierre Riviäre
74937,Murder by Death (1976)
74958,Network (1976)
74991,Obsession (1976)
75005,The Omen (1976)
75016,One of Our Dinosaurs Is Missing (1975) 
75029,The Outlaw Josey Wales (1976) 
75066,The Pink Panther Strikes Again (1976)
75086,The Pom Pom Girls (1976)
75143,Al-risÉlah (1976)Biography
75147,Robin and Marian (1976) 
75148,Rocky (1976)
75164,Satans Slave (1976)
75168,Savana violenta (1976) 
75177,Sebastiane (1976)
75194,The Seven-Per-Cent Solution (1976)
75213,The Shootist (1976)
75223,Silver Streak (1976) 
75244,The Song Remains the Same (1976)
75249,Sparkle (1976)
75268,Stay Hungry (1976) 
75276,Stroszek (1977) 
75294,Swashbuckler (1976) 
75314,Taxi Driver (1976) 
75334,To the Devil a Daughter (1976)
75342,The Town That Dreaded Sundown (1976) 
75347,Treasure of Matecumbe (1976)
75357,Tunnel Vision (1976)
75404,Voskhozhdeniye (1977)
75432,Winterhawk (1975)
75433,The Witch Who Came from the Sea (1976) 
75462,®QuiÇn puede matar a un ni§o? (1976)
75612,3 Women (1977)
75648,Airport 77 (1977) 
75654,Alambrista (1977)
75669,Amar Akbar Anthony (1977) 
75675,Der amerikanische Freund (1977)
75686,Annie Hall (1977) 
75704,Audrey Rose (1977) 
75718,The Bad News Bears in Breaking Training (1977)
75740,La belva col mitra (1977) 
75765,Black Sunday (1977) 
75783,Breaker Breaker (1977) 
75784,A Bridge Too Far (1977)
75788,Bruce Lee the Legend (1977)
75809,The Car (1977)
75820,Cauchemares (1977)
75824,Cet obscur objet du dÇsir (1977) 
75838,The Child (1977)
75857,Claws (1977)
75860,Close Encounters of the Third Kind (1977) 
75913,Day of the Animals (1977)
75922,Death Weekend (1976)
75925,The Deep (1977) 
75930,God Told Me To (1976) 
75932,La dentelliäre (1977)
75938,Le diable probablement (1977)
75968,The Duellists (1977)
75989,Empire of the Ants (1977) 
75990,End of the World (1977)
75995,Equus (1977)
76009,Exorcist II The Heretic (1977)
76028,Final Chapter Walking Tall (1977)
76054,Freaky Friday (1976)
